algorithm,instance,instance_path,run_id,seed,objective,time_s,feasible,timed_out,total_items,num_aisles,num_orders,params
simple_multi,instance_0009.txt,datasets/a/instance_0009.txt,0,42,2.125,0.02112,True,False,153,72,40,{'greedy': 'multi'}
simple_multi,instance_0005.txt,datasets/a/instance_0005.txt,0,42,32.31617647058823,0.251934,True,False,4395,136,844,{'greedy': 'multi'}
simple_multi,instance_0012.txt,datasets/a/instance_0012.txt,0,42,2.2,0.032973,True,False,176,80,56,{'greedy': 'multi'}
simple_multi,instance_0008.txt,datasets/a/instance_0008.txt,0,42,20.875,0.195515,True,False,2839,136,496,{'greedy': 'multi'}
simple,instance_0006.txt,datasets/a/instance_0006.txt,0,42,26.65753424657534,0.198294,True,False,3892,146,2709,{'greedy': 'simple'}
simple_multi,instance_0010.txt,datasets/a/instance_0010.txt,0,42,6.144366197183099,0.342064,True,False,1745,284,601,{'greedy': 'multi'}
simple_multi,instance_0011.txt,datasets/a/instance_0011.txt,0,42,7.024054982817869,0.367958,True,False,2044,291,596,{'greedy': 'multi'}
simple_multi,instance_0017.txt,datasets/a/instance_0017.txt,0,42,3.723404255319149,0.01076,True,False,175,47,175,{'greedy': 'multi'}
simple,instance_0007.txt,datasets/a/instance_0007.txt,0,42,25.993243243243242,0.24385,True,False,3847,148,2937,{'greedy': 'simple'}
simple_multi,instance_0016.txt,datasets/a/instance_0016.txt,0,42,9.661971830985916,0.026189,True,False,686,71,686,{'greedy': 'multi'}
simple_multi,instance_0020.txt,datasets/a/instance_0020.txt,0,42,5.0,0.000131,True,False,10,2,4,{'greedy': 'multi'}
aisle_cluster_expansion,instance_0001.txt,datasets/a/instance_0001.txt,0,42,12.5,0.022605,True,False,50,4,14,"{'attempts': 20, 'max_added_aisles': 20}"
aisle_cluster_expansion,instance_0002.txt,datasets/a/instance_0002.txt,0,42,2.0,0.00036,True,False,2,1,1,"{'attempts': 20, 'max_added_aisles': 20}"
aisle_cluster_expansion,instance_0003.txt,datasets/a/instance_0003.txt,0,42,8.5,0.040395,True,False,34,4,8,"{'attempts': 20, 'max_added_aisles': 20}"
aisle_cluster_expansion,instance_0004.txt,datasets/a/instance_0004.txt,0,42,3.5,0.004328,True,False,7,2,1,"{'attempts': 20, 'max_added_aisles': 20}"
simple_multi,instance_0018.txt,datasets/a/instance_0018.txt,0,42,15.448717948717949,0.044477,True,False,1205,78,1040,{'greedy': 'multi'}
simple_multi,instance_0019.txt,datasets/a/instance_0019.txt,0,42,10.193877551020408,0.096775,True,False,999,98,811,{'greedy': 'multi'}
simple_multi,instance_0006.txt,datasets/a/instance_0006.txt,0,42,26.65753424657534,0.368974,True,False,3892,146,2744,{'greedy': 'multi'}
aisle_cluster_expansion,instance_0006.txt,datasets/a/instance_0006.txt,0,42,691.0,0.312129,True,False,691,1,497,"{'attempts': 20, 'max_added_aisles': 20}"
simple_multi,instance_0007.txt,datasets/a/instance_0007.txt,0,42,26.34931506849315,0.320484,True,False,3847,146,3016,{'greedy': 'multi'}
aisle_cluster_expansion,instance_0009.txt,datasets/a/instance_0009.txt,0,42,2.7,0.15256,True,False,54,20,12,"{'attempts': 20, 'max_added_aisles': 20}"
simple,instance_0015.txt,datasets/a/instance_0015.txt,0,42,10.481481481481481,0.549272,True,False,3679,351,3074,{'greedy': 'simple'}
aisle_cluster_expansion,instance_0007.txt,datasets/a/instance_0007.txt,0,42,293.4,0.609375,True,False,1467,5,1178,"{'attempts': 20, 'max_added_aisles': 20}"
aisle_cluster_expansion,instance_0012.txt,datasets/a/instance_0012.txt,0,42,2.9166666666666665,0.152502,True,False,35,12,12,"{'attempts': 20, 'max_added_aisles': 20}"
simple_multi,instance_0015.txt,datasets/a/instance_0015.txt,0,42,10.820588235294117,0.716831,True,False,3679,340,3000,{'greedy': 'multi'}
aisle_cluster_expansion,instance_0011.txt,datasets/a/instance_0011.txt,0,42,0.0,0.965697,False,False,0,0,0,"{'attempts': 20, 'max_added_aisles': 20}"
aisle_cluster_expansion,instance_0016.txt,datasets/a/instance_0016.txt,0,42,0.0,0.014742,False,False,0,0,0,"{'attempts': 20, 'max_added_aisles': 20}"
aisle_cluster_expansion,instance_0017.txt,datasets/a/instance_0017.txt,0,42,0.0,0.00581,False,False,0,0,0,"{'attempts': 20, 'max_added_aisles': 20}"
simple,instance_0013.txt,datasets/a/instance_0013.txt,0,42,12.487738419618529,0.729229,True,False,4583,367,3927,{'greedy': 'simple'}
aisle_cluster_expansion,instance_0005.txt,datasets/a/instance_0005.txt,0,42,138.0909090909091,1.639655,True,False,1519,11,377,"{'attempts': 20, 'max_added_aisles': 20}"
aisle_cluster_expansion,instance_0020.txt,datasets/a/instance_0020.txt,0,42,5.0,0.000259,True,False,10,2,4,"{'attempts': 20, 'max_added_aisles': 20}"
aisle_cluster_expansion,instance_0019.txt,datasets/a/instance_0019.txt,0,42,179.0,0.06441,True,False,179,1,161,"{'attempts': 20, 'max_added_aisles': 20}"
aisle_cluster_expansion,instance_0008.txt,datasets/a/instance_0008.txt,0,42,125.72727272727273,1.449159,True,False,1383,11,212,"{'attempts': 20, 'max_added_aisles': 20}"
aisle_cluster_expansion,instance_0018.txt,datasets/a/instance_0018.txt,0,42,103.0,0.203324,True,False,618,6,521,"{'attempts': 20, 'max_added_aisles': 20}"
aisle_cluster_expansion,instance_0010.txt,datasets/a/instance_0010.txt,0,42,0.0,1.377398,False,False,0,0,0,"{'attempts': 20, 'max_added_aisles': 20}"
aisle_cluster_expansion,instance_0015.txt,datasets/a/instance_0015.txt,0,42,109.0,0.650432,True,False,436,4,376,"{'attempts': 20, 'max_added_aisles': 20}"
simple_multi,instance_0013.txt,datasets/a/instance_0013.txt,0,42,12.695290858725762,0.850506,True,False,4583,361,3874,{'greedy': 'multi'}
aisle_cluster_expansion,instance_0013.txt,datasets/a/instance_0013.txt,0,42,86.05555555555556,2.008783,True,False,1549,18,1383,"{'attempts': 20, 'max_added_aisles': 20}"
aisle_cluster_expansion,instance_0014.txt,datasets/a/instance_0014.txt,0,42,140.78571428571428,2.373722,True,False,1971,14,1751,"{'attempts': 20, 'max_added_aisles': 20}"
simple,instance_0014.txt,datasets/a/instance_0014.txt,0,42,20.31233595800525,1.188301,True,False,7739,381,6474,{'greedy': 'simple'}
simple_multi,instance_0014.txt,datasets/a/instance_0014.txt,0,42,20.36578947368421,1.083765,True,False,7739,380,6476,{'greedy': 'multi'}
